title,author,category,id
Rapture (Arrebato),Derril Goslin,Drama|Horror,441
Bolero,Celestine Barnicott,Drama|Romance,442
X-Men: First Class,Trixy Ranahan,Action|Adventure|Sci-Fi|Thriller|War,443
"All Dogs Christmas Carol, An",Thatch Urien,Animation|Children|Comedy|Musical,444
"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss)",Ranee Antoniazzi,Comedy|Drama|Romance,445
Falling Up,Hillary Roiz,Comedy|Drama|Romance,446
Tube Tales,Anabel Hebblewhite,Drama,447
Big Girls Don't Cry (Große Mädchen weinen nicht),Gualterio Littleton,Drama|Romance,448
The Hearse,Ilise Whittall,Drama|Horror|Mystery,449
"American Nightmare, The",Hamnet Forbear,Documentary,450
Flowers in the Attic,Kat Edwick,Drama|Thriller,451
"Companeros (Vamos a matar, compañeros)",Ariella Havick,Comedy|Western,452
Inventing the Abbotts,Tyler Bellerby,Drama|Romance,453
The Cabin in the Cotton,Kimbell Shillaber,Drama,454
Three Stars,De witt Mompesson,Documentary,455
Captain Phillips,Dukie Samways,Adventure|Drama|Thriller|IMAX,456
Lake Tahoe,Ambros Joutapavicius,Drama,457
Charlie Chan's Greatest Case,Willamina Penwell,Mystery,458
Inseparable,Tudor Blofeld,Comedy|Drama|Mystery|Thriller,459
"Seduction of Joe Tynan, The",Aldwin Fincken,Drama,460
One 2 Ka 4,Zonda Reynoldson,Action|Comedy|Drama,461
Marooned in Iraq (Gomgashtei dar Aragh),Jenine Edards,Drama,462
Come Early Morning,Barbette Silverthorn,Drama|Romance,463
Masked & Anonymous,Michelle Blazhevich,Comedy|Drama,464
Riki-Oh: The Story of Ricky (Lik Wong),Jamey Hembling,Action|Crime|Thriller,465
Go Tell the Spartans,Marcello Celloni,Drama|War,466
Son in Law,Duane Kenafaque,Comedy|Drama|Romance,467
Age of Heroes,Greer Whittuck,Action|Adventure|Drama|Thriller|War,468
Strange Brew,Nathanil Spurritt,Comedy,469
Onmyoji (Onmyoji: The Yin Yang Master),Otho Yurukhin,Action|Drama|Fantasy|Horror,470
Jim Breuer: And Laughter for All,Teodoro Pietroni,Comedy,471
Ike: Countdown to D-Day,Gaby Thams,Action|Adventure|Drama|War,472
8 Mile,Kial Toler,Drama,473
Tropico,Chen MacAfee,Drama|Fantasy|Romance,474
"Rich, Young and Pretty",Dudley Davidow,Comedy|Musical|Romance,475
Infernal Affairs III (Mou gaan dou III: Jung gik mou gaan),Andy Bonicelli,Action|Crime|Drama|Thriller,476
Ca$h,Maurits Tunmore,Action|Comedy|Crime|Thriller,477
Britannia Hospital,Sashenka Glave,Comedy|Drama,478
"Marquise of O, The (Marquise von O..., Die)",Thane Isles,Drama,479
14 Hours (Fourteen Hours),Kimbra Sante,Drama|Film-Noir|Thriller,480
Brooklyn Rules,Jorge Vamplers,Crime|Drama|Romance,481
Makai Tensho: Samurai Reincarnation (Makai tenshô),Filberte Durram,Action|Fantasy|Horror,482
Mystery (Fu cheng mi shi),Rodolphe Osgodby,Crime|Mystery|Thriller,483
Road to Singapore,Luisa Caulder,Comedy|Musical,484
Central Station (Central do Brasil),Bay Grioli,Drama,485
Corky Romano,Gretchen Belch,Comedy|Crime,486
"No God, No Master",Bridgette Mumby,Crime|Drama|Thriller,487
Sisters,Wat Manchester,Horror|Thriller,488
Ghostbusters II,Cordie Mival,Comedy|Fantasy|Sci-Fi,489
In Your Hands (Forbrydelser),Stearn Gettins,Drama,490
Dragon Day,Jenilee Cockle,Drama|Sci-Fi|Thriller,491
The Last of the Finest,Lexie Christoffersen,(no genres listed),492
Feast of July,Tobin Huett,Drama,493
Point and Shoot,Dayle Hallibone,Documentary,494
Joy Ride,Reginauld Baszniak,Adventure|Thriller,495
Aladdin,Parry Coleiro,Adventure|Animation|Children|Comedy|Musical,496
"Princess and the Pirate, The",Brewer Simants,Adventure|Comedy|Romance,497
"Interrupters, The",Marshall Bromby,Documentary,498
"Claire's Knee (Genou de Claire, Le)",Craggy Meaking,Comedy|Romance,499
Crimi Clowns: De Movie,Margarete Robberts,Comedy|Crime|Drama,500
Bestiaire,Cicely MacNeish,Documentary,501
The Whisperer in Darkness,Glori O'Scanlon,Horror|Mystery|Sci-Fi|Thriller,502
Hamlet,Jermaine Kenvin,Drama,503
Steel Magnolias,Yoshiko Murby,Drama,504
28 Hotel Rooms,Rutledge Babonau,Drama,505
G.I. Joe: Operation Dragonfire,Winifred Yurin,Action|Animation,506
"Little Colonel, The",Gregg De Roberto,Children|Comedy|Crime|Drama,507
Panic Button,Fitzgerald Samwell,Horror|Thriller,508
Witchboard,York Keeffe,Horror|Mystery|Thriller,509
Sanatorium,Haslett O'Neil,Thriller,510
High Test Girls,Faulkner Cabena,Comedy|Fantasy,511
Untamed Youth,Darius Speller,Drama,512
Lost Horizon,Allan Story,Drama,513
Santa Fe,Horatio Bertolin,Action|Romance|Western,514
Melvin Goes to Dinner,Addie Coller,Comedy|Drama,515
The Count of Monte Cristo,Si Filochov,Action|Adventure|Drama|Romance|Thriller,516
"Island, The",Nico Escreet,Adventure|Horror|Thriller,517
Teorema,Ilene Tompion,Drama,518
Police State,Maridel Feldbrin,Drama,519
"Hello, Dolly!",Madelena McGready,Comedy|Musical|Romance,520
Draft Day,Annice Risborough,Drama,521
"Wedding Night, The",Bernadine Coste,Drama|Romance,522
Superman Unbound,Bronnie Treves,Action|Adventure|Animation,523
Slaughter,Annelise Castelijn,Horror|Thriller,524
Christmas Vacation (National Lampoon's Christmas Vacation),Dulcinea Dawidsohn,Comedy,525
History of Postwar Japan as Told by a Bar Hostess (Nippon Sengoshi - Madamu onboro no Seikatsu),Sheelah Bysshe,Documentary,526
Hardball,Orren Poulsum,Drama,527
"River Why, The",Gus Preble,Drama,528
Love Story,Shalom Mallia,Drama|Romance,529
Shoot on Sight,Julina Lofthouse,Crime|Drama,530
Deathstalker,Niven Bingham,Action|Adventure|Fantasy,531
Let's Not Keep in Touch!,Ignacius Falkner,Comedy,532
Jane Eyre,Marci Fardon,Drama|Romance,533
"Bûche, La",Carlo Baterip,Comedy|Drama,534
"Hand, The (Ruka)",Linet Pollock,Animation,535
Cadence,Brandon Ludewig,Drama,536
Flash of Genius,Alejandrina Wardel,Drama,537
My Amityville Horror,Cesar Duignan,Documentary,538
Hard Times,Merissa Ethington,Action|Drama,539
Thirteen,Wilbur Scoggins,Drama,540
Now and Forever,Alwyn Thirlwell,Drama|Romance,541
"Unreasonable Man, An",Carley Nason,Documentary,542
5x2,Cherilyn Oxherd,Drama|Romance,543
"Sky Crawlers, The (Sukai kurora)",Flore Confait,Adventure|Animation|Drama,544
Into the Arms of Strangers: Stories of the Kindertransport,Heall Jablonski,Documentary,545
Tokyo Twilight (Tôkyô boshoku),Edna Stallworth,Drama,546
On Any Sunday,Pincus Ricks,Documentary,547
Coming Out,Charmian Scales,Drama,548
Tom Sawyer,Ermanno Gilleon,Adventure,549
Wilson,Jandy Sommerland,Drama,550
Tactical Force,Nevil Pietrzyk,Action|Comedy|Crime|Thriller,551
"Short Film About John Bolton, A",Anett Absolon,Fantasy|Horror|Mystery,552
"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",Raymund Gerrelt,Horror|Sci-Fi,553
Intimidation,Katharina Jerrams,Crime|Drama|Mystery,554
Cargo,Libbey Gainsburgh,Drama|Thriller,555
Kevin & Perry Go Large,Ruddie Westall,Comedy,556
Paint Your Wagon,Rowan Le Pine,Comedy|Musical|Western,557
Slumber Party Massacre III,Rosemaria Joinson,Horror,558
"Escort, The (Scorta, La)",Modestia Pennyman,Crime|Thriller,559
These Girls,Linnet Garred,Comedy,560
"Swan Princess: The Mystery of the Enchanted Treasure, The",Quincy Rains,Animation|Children|Fantasy|Mystery,561
Margaret Cho: Assassin,Helga Velten,Comedy,562
Cradle 2 the Grave,Judith McCuffie,Action|Crime|Drama|Thriller,563
Vampire in Brooklyn,Wolfy Bartosch,Comedy|Horror|Romance,564
"Octopus, The (Le poulpe)",Daisie Challace,Comedy|Crime|Thriller,565
Endgame: Blueprint for Global Enslavement,Enrico Bridel,Documentary,566
Rudolph the Red-Nosed Reindeer: The Movie,Alikee Suston,Animation|Children,567
"In-Laws, The",Giana Coite,Comedy,568
Pirates of the Caribbean: On Stranger Tides,Jeffie Winspeare,Action|Adventure|Fantasy|IMAX,569
To.get.her,Valentin MacCrann,Drama|Mystery|Thriller,570
Summer Catch,Nina Peschka,Comedy|Romance,571
Nothing Personal,Kinny Burnard,Drama,572
British Intelligence,Linzy Longhirst,Drama,573
Operation Crossbow,Karmen Bernhardi,Action|Adventure|War,574
Broadcast News,Dawn Stango,Comedy|Drama|Romance,575
Castle of Blood,Isidoro Lambeth,Horror,576
Whoopi Goldberg Presents Moms Mabley,Demeter McCheyne,Documentary,577
Quid Pro Quo,Zachariah Kopje,Drama|Thriller,578
Homage,Dav Stallard,Drama,579
Solaris (Solyaris),Teodorico Lowther,Drama|Mystery|Sci-Fi,580
"Counterfeit Traitor, The",Roman Tallent,Thriller|War,581
"Cutting Edge: The Magic of Movie Editing, The",Bobette Keeri,Documentary,582
"Flaw, The",Jeralee Dyet,Documentary,583
Sagebrush Trail,Felic Dalli,Western,584
Mugabe and the White African,Kenna Leggatt,Documentary,585
Keep the Lights On,Cullin Corby,Drama,586
Better Living Through Chemistry,Tana Grange,Comedy|Drama,587
Wilbur Wants to Kill Himself,Garvey MacGeaney,Comedy|Drama|Romance,588
"Experiment, The",Caryl Braben,Drama|Thriller,589
"Way I Spent the End of the World, The (Cum mi-am petrecut sfarsitul lumii)",Minetta Harden,Drama,590
The Man Who Shook the Hand of Vicente Fernandez,Rheba Tousy,Comedy|Drama|Western,591
100 Men and a Girl (One Hundred Men and a Girl),Karlen Simoneschi,Comedy,592
Identity Thief,Monte Staning,Comedy|Crime,593
Midnight Madness,Gail Paff,Comedy,594
"Chronicles of Riddick, The",Ashley Driussi,Action|Sci-Fi|Thriller,595
Brother (Brat),Jenny Robottom,Crime|Drama,596
"Powerpuff Girls, The",Deidre Giampietro,Action|Animation|Children|Comedy,597
Hell Town (Born to the West),Sylas Toohey,Romance|Western,598
Love Hina Again,Brod Rupprecht,Animation|Comedy|Drama,599
Laila,Krisha Bauldry,Drama|Romance,600
"Pickle, The",Belvia Birnie,Comedy,601
Raw Deal,Milka Trye,Film-Noir,602
Over Her Dead Body,Barb Golthorpp,Comedy|Fantasy|Romance,603
The Well,Kalie Hartgill,Drama|Film-Noir|Thriller,604
Raising Cain,Penrod Collaton,Horror|Thriller,605
"Gentle Woman, A (Une femme douce)",Juliana Roblett,Drama,606
Advantageous,Garek Ambresin,Children|Drama|Sci-Fi,607
Salvatore Giuliano,Quinn Comino,Crime|Drama|War,608
Pardon Us,Bank Lenaghen,Comedy|Crime|Drama|Musical,609
Jinxed!,Giorgi Moorman,Comedy,610
3 Backyards,Addi Pendrey,Drama,611
Wedlock,Stacee Ansill,Action|Crime|Drama|Sci-Fi|Thriller,612
Anything Goes,Lane Braune,Musical,613
Swamp Thing,Case Child,Horror|Sci-Fi,614
Darling,Costa Oxborough,Drama,615
Limuzins Janu nakts krasa,Karna Basset,Comedy|Drama,616
Hell Is for Heroes,Bird Sirr,Drama|War,617
Zeitgeist: The Movie,Gregoire Thompkins,Documentary|War,618
My Best Friend's Girl,Lannie Swinden,Comedy|Romance,619
Dog Day Afternoon,Will Toffolo,Crime|Drama,620
Anna Karenina,Ave Slingsby,Drama|Romance,621
Return with Honor,Aland Allchorne,Documentary,622
Open Range,Tamqrah Tine,Western,623
Hoosiers (a.k.a. Best Shot),Lettie De Blase,Drama|Romance,624
Butterflies Are Free,Jeannette O' Dooley,Comedy|Drama,625
I Accuse,Thorndike O'Haire,Drama|Horror|Sci-Fi|War,626
Woodstock,Chad Aslen,Documentary|Musical,627
"Mexican, The",Pippa Righy,Action|Comedy,628
Sleeping Beauty,Olenolin Duckers,Drama,629
Bad Boys II,Constance McCrea,Action|Comedy|Crime|Thriller,630
Against The Sun,Eolande Vettore,Adventure,631
Frisk,Sibel Herley,Drama,632
"Decline of the American Empire, The (Déclin de l'empire américain, Le)",Caty Beresford,Comedy|Drama,633
Planes,Yoshi Elder,Adventure|Animation|Comedy,634
Blood and Concrete (Blood & Concrete: A Love Story),Shelton Ficken,Comedy|Crime,635
Valhalla,Zebulen Dyte,Adventure|Animation|Children|Fantasy,636
Ivans xtc.,Stella Anscott,Drama,637
All Tomorrow's Parties,Kari Treasure,Documentary|Musical,638
"Soviet Story, The",Jessee Gammet,Documentary,639
Tai Chi Hero,Silvia MacLeese,Action|Comedy|Drama|Fantasy|Sci-Fi|IMAX,640
"Honey, I Shrunk the Kids",Glenn Baress,Adventure|Children|Comedy|Fantasy|Sci-Fi,641
How the Grinch Stole Christmas (a.k.a. The Grinch),Paola Worthy,Children|Comedy|Fantasy,642
"Home Song Stories, The",Maurene Ambrozik,Drama,643
"Reluctant Fundamentalist, The",Ed Kemshell,Drama,644
With Fire and Sword (Ogniem i mieczem),Bradley Sheard,Adventure|Crime|Drama|Romance|War,645
"Great Muppet Caper, The",Gennifer Skehens,Children|Comedy,646
Magical Mystery Tour,Ardeen Sodory,Comedy|Musical,647
"Shine of Rainbows, A",Bab Bouldon,Drama,648
"Hunchback of Notre Dame, The",Levy Feronet,Drama|Horror,649
Contagion / Bio Slime,Davidde Dalgety,Horror,650
Island,Cherry Toun,Drama|Mystery|Thriller,651
Happy Birthday to Me,Philippine Friary,Horror|Mystery,652
Magic in the Water,Junie Jurczik,Adventure|Children|Fantasy,653
"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Joice Bampforth,Drama|Romance,654
Edge of Fear (Ella y el miedo),Chickie Abrahamson,Horror,655
"Battle for Marjah, The",Gery Thorby,Documentary|War,656
Charly,Corilla Jellico,Comedy|Drama|Romance,657
Great Day in the Morning,Rosemaria Shervil,Western,658
In This World,Rustie Doorly,Adventure|Drama,659
Star Trek,Sacha Di Pietro,Action|Adventure|Sci-Fi|IMAX,660
Thrust in Me,Bernardina Pheby,(no genres listed),661
"Walking Dead, The",Eberhard Goodoune,Crime|Horror|Sci-Fi,662
Twelve Angry Men,Audrie Lemm,Drama,663
Our Fathers,Yves Bathurst,Drama,664
"Promise, The (Wu ji)",Torre Stode,Action|Drama|Fantasy,665
"Greatest, The",Charlton Praton,Drama|Romance,666
Scream 4,Ty Rizzelli,Comedy|Horror|Mystery|Thriller,667
City Hunter (Sing si lip yan),Viva Balsdon,Action|Comedy|Romance,668
Man Of The Moment,Jarrad Labrone,Comedy,669
The Biggest Bundle of Them All,Ulrikaumeko Oxberry,Comedy|Crime,670
When Will I Be Loved,Rheba Knowler,Drama,671
"Legend of Leigh Bowery, The",Giralda Doniso,Documentary,672
36 Crazy Fists (San shi liu mi xing quan),Bonita Fairnie,Action|Comedy|Drama,673
Played,Phoebe Whittam,Crime|Thriller,674
Experience Preferred... But Not Essential,Teodora Januszewicz,Drama,675
Myra Breckinridge,Christoffer Matuschek,Comedy,676
Import/Export,Rafa Bartoli,Drama,677
Erkan & Stefan 2,Regen McMaster,Comedy,678
Herr Lehmann,Wilfrid Goodson,Comedy|Drama,679
Last Days Here,Conney Case,Documentary,680
"Beaver, The",Kimmi Maddick,Drama,681
Mercury Rising,Lefty Rudd,Action|Drama|Thriller,682
"Kevin Nealon: Whelmed, But Not Overly",Genna Urling,Comedy,683
How to Lose a Guy in 10 Days,Evania Caney,Comedy|Romance,684
Devil in a Blue Dress,Sammy Broadberrie,Crime|Film-Noir|Mystery|Thriller,685
Green Light,Darcie Proudlock,Drama|Romance,686
Looking for Mr. Goodbar,Torin Bruhke,Drama,687
Battlestar Galactica: Blood & Chrome,Filberto Kliemchen,Sci-Fi,688
Social Genocide (Memoria del saqueo),Daisey Busse,Documentary,689
Hamlet (Gamlet),Daven Fisk,Drama,690
"Patch of Blue, A",Damon Daveridge,Drama|Romance,691
"Loco Love (Mi Casa, Su Casa)",Rhonda Delgua,Comedy,692
God Is the Bigger Elvis,Loni Ratledge,Documentary,693
Magic Trip,Phillipp Gimlet,Documentary,694
Princesas,Amargo Chomicki,Drama,695
Brides of Dracula,Clerkclaude Maryan,Horror,696
Mercy ,Daven Talbot,Horror|Thriller,697
Birdcage Inn (Paran daemun),Farrel Kinge,Drama,698
Bombón: El Perro (El perro),Grete Cawood,Comedy|Drama,699
Day of the Wacko (Dzien swira),Alene Fish,Comedy|Drama,700
Black Moon Rising,Debbi Maskrey,Action|Crime|Sci-Fi|Thriller,701
"Last of the High Kings, The (a.k.a. Summer Fling)",Kalie Jobson,Comedy|Drama,702
Table No.21,Baron Cubbino,Drama|Thriller,703
Cranford,Remus Curteis,Drama,704
Crawlspace,Conrad Binfield,Horror|Thriller,705
Luther,Anabelle Flaxon,Drama,706
"Merry Widow, The",David Shellum,Drama|Romance,707
Road North (Tie pohjoiseen),Orsola De Freyne,Comedy|Drama,708
"Bronx Tale, A",Bibby Anneslie,Drama,709
"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså)",Waiter Saunton,Comedy|Musical,710
17 Girls (17 filles),Juli Noni,Drama,711
Embrace of the Vampire,Ashton Rait,Horror|Thriller,712
"Freshman, The",Had Tappington,Comedy,713
Georgia,Oneida Minter,Drama,714
"O Auto da Compadecida (Dog's Will, A)",Vincenz Grime,Adventure|Comedy,715
Helen of Troy,Isak Wyrall,Action|Adventure|Drama|Romance,716
Carry on Cruising,Thurston Adolfsen,Comedy|Romance,717
"Forbidden Kingdom, The",Vincenz Sleit,Action|Adventure|Comedy|Fantasy,718
Legends of Oz: Dorothy's Return,Minny Pace,Animation|Children|Musical,719
Halloween III: Season of the Witch,Richmound Crotty,Horror,720
Victor/Victoria,Zane Jerromes,Comedy|Musical|Romance,721
Bikes vs Cars,Bone Erat,Documentary,722
Horse Feathers,Alexine Widdows,Comedy,723
Just Ask My Children,Mayer Knightsbridge,Drama,724
Territories ,Aleece Spilisy,Crime|Horror,725
Wolfsburg,Pascal Farquhar,Drama,726
Chappie,Elane Inchcomb,Action|Thriller,727
Light It Up,Elton Kilrow,Drama,728
Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto),Tobe Dunks,Action|Adventure,729
"Crazy Class Wakes Up, The (Hababam sinifi uyaniyor)",Marita Kleinhaus,Comedy,730
The Clowns,Ulrike Moxon,Comedy|Drama|Fantasy|Sci-Fi,731
Mars Needs Moms,Robbert Iskov,Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,732
Something Wicked This Way Comes,Beatrisa Leil,Children|Drama|Fantasy|Mystery|Thriller,733
Jimmy Carter Man from Plains,Karia Gething,Documentary,734
My Louisiana Sky,Shelley O'Kinedy,Drama,735
Peg o' My Heart,Delilah Carnie,Drama|Romance,736
Wrong Turn 3: Left for Dead,Mariejeanne Aldcorne,Horror,737
Animal Love (Tierische Liebe),Hetti Miner,Documentary,738
Hi-Life,Florida Thurlby,Comedy|Romance,739
"Host, The (Gwoemul)",Shawna Dottridge,Comedy|Drama|Horror|Sci-Fi|Thriller,740
Coffin Rock,Vinson Radsdale,Thriller,741
Sabah,Robers Chippin,Comedy|Drama|Romance,742
Jurassic Park III,Bennie Stitson,Action|Adventure|Sci-Fi|Thriller,743
Free Willy 3: The Rescue,Darlleen Charlon,Adventure|Children|Drama,744
"Visitors, The",Woodman Botler,Crime|Drama|Thriller,745
Marilena de la P7,Georgeanne Thirkettle,Drama|Fantasy,746
Linsanity,Juliette Shivell,Documentary,747
"Heart Is a Lonely Hunter, The",Darda Laxson,Drama,748
Guts (Agallas),Eleanore Gorch,Action|Crime,749
Two Guys Talkin' About Girls,Elmo Ledwich,Comedy|Drama|Romance,750
"Hireling, The",Dorene Frank,Drama,751
Ping Pong,Lacey Nuzzetti,Documentary,752
Angel,Cly Lorans,Action|Crime|Thriller,753
Life in Flight ,Ethelyn Nelligan,Drama,754
Dumbo,Edd Cruwys,Animation|Children|Drama|Musical,755
Enter the Ninja (a.k.a. Ninja I),Audy Geeraert,Action|Drama,756
Dracula Has Risen from the Grave,Patrizio McGannon,Horror|Romance|Thriller,757
"Last of the High Kings, The (a.k.a. Summer Fling)",Essie Fontaine,Comedy|Drama,758
Santa with Muscles,Tatiania Goodluck,Comedy,759
"What's Up, Doc?",Kissee Hamblen,Comedy,760
Rock the Boat,Caleb Winsiowiecki,Animation,761
Dhoondte Reh Jaoge,Jackie Ferrier,Comedy|Drama,762
Return to House on Haunted Hill,Druci Liggins,Horror|Thriller,763
Majesteit,Ekaterina Pressdee,Drama,764
Stealth,Bern Fluin,Action|Adventure|Sci-Fi|Thriller,765
Shirin,Phyllida Rangell,Drama,766
Saw IV,Teddy Hrycek,Crime|Horror|Thriller,767
Nokas,Dyanna Paulitschke,Crime|Thriller,768
"Mikado, The",Mariska Studdeard,Comedy|Musical,769
Itty Bitty Titty Committee,Christian Hinrichs,Comedy|Drama|Romance,770
Going Berserk,Melony Alleyn,Comedy,771
Paranoid Park,Murdoch Regus,Crime|Drama,772
Nekromantik,Patrica Tenney,Comedy|Horror,773
Time Limit,Byrom Thornthwaite,Drama|Mystery|War,774
"Lower Depths, The (Donzoko)",Pansy Butchart,Comedy|Drama,775
Gantz,Terza Blundel,Action|Horror|Sci-Fi,776
Beyond the Door II (Schock) (Shock) (Suspense),Jonis Iddins,Horror,777
Wattstax,Rafaela Grinham,Documentary|Musical,778
"Moon Warriors, The (Zhan shen chuan shuo)",Reuben Gemelli,Action|Adventure,779
Last Tango in Paris (Ultimo tango a Parigi),Edithe Batalle,Drama|Romance,780
Teen Wolf,August Cowie,Comedy|Fantasy,781
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Fancie Hannabuss,Action|Children|Fantasy,782
Poolboy: Drowning Out the Fury,Lori Cawte,Comedy,783
Nocturna,Jemie Koeppke,Adventure|Animation|Children|Fantasy|Mystery,784
Mother Knows Best,Abbie Dran,Crime|Thriller,785
"Candy Snatchers, The",Yance Murthwaite,Crime|Thriller,786
Kommissarie Späck,Jobye Arstall,Comedy,787
Falling in Love,Kissie Purches,Drama|Romance,788
The Cheat,Michail Dicker,Drama,789
"Black Watch, The",Sherlock Elcomb,Adventure|Drama,790
Off Beat,Viole Figgess,Comedy|Romance,791
Ulysses (Ulisse),Neysa Brunet,Adventure,792
A Master Builder,Kerrin Rainey,Drama,793
Trippin',Harper Mobberley,Comedy,794
Fun is Beautiful,Saree McGifford,Comedy,795
"Big Bad Swim, The",Skye Drysdell,Comedy|Drama,796
I Never Sang for My Father,Lindi Stuckow,Drama,797
"Movie, A",Marie-ann De Michetti,Documentary,798
Heatstroke,Patrizia Klimentyev,Thriller,799
"American Crime, An",Chandler Tingley,Crime,800
Grave of the Fireflies (Hotaru no haka),Kass Chattaway,Animation|Drama|War,801
"Home of Our Own, A",Pace Carnier,Drama,802
The Beast Kills in Cold Blood,Conan McGoogan,Horror|Mystery|Thriller,803
Darfur Now,Revkah Risbie,Documentary,804
Beautiful Darling,Peterus Vallance,Documentary,805
My Amityville Horror,Saleem Coulthard,Documentary,806
"Queen, The",Isador Carette,Drama,807
Villa Rides!,Gilligan Berrie,War|Western,808
"Apparition, The",Bobinette Nuth,Horror|Thriller,809
Zachariah,Zolly Grattan,Comedy|Musical|Western,810
"Sum of Us, The",Ryley Insall,Comedy|Drama,811
One Million B.C.,Jessalin Dibnah,Adventure|Fantasy|Romance|Sci-Fi,812
Modulations,Chris Bendik,Documentary,813
Five,Trudie M'Chirrie,Drama|Horror|Sci-Fi,814
"Foreigner, The",Cayla Toplis,Drama,815
Beyond the Mind's Eye,Lindsay Remer,Animation|Comedy,816
Bad Ronald,Ursula Liddard,Drama|Horror|Thriller,817
Stevie,Chevalier Stebbings,Documentary,818
Love Is a Woman (Death Is a Woman),Dudley Wooder,Crime|Drama|Mystery,819
Changing Lanes,Coralyn Manjin,Drama|Thriller,820
Madonna of the Seven Moons,Trudi Pepperell,Drama|Mystery,821
Balance,Bobby McGroarty,Animation|Drama|Mystery|Sci-Fi|Thriller,822
Ninja Cheerleaders,Alleen Childe,Action|Comedy,823
Luther,Jerrylee Van Geffen,Drama,824
Music Box,Datha MacKeeg,Drama,825
Vacuum-Cleaner Salesmen (Pölynimurikauppiaat),Obadias Thurgood,Documentary,826
Get Smart,Karon Belvard,Action|Comedy,827
Blood and Roses (Et mourir de plaisir) (To Die with Pleasure),Buckie Howley,Horror,828
Morning for the Osone Family,Jon Asken,(no genres listed),829
He Was a Quiet Man,Rosene Baxster,Drama,830
Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) ,Dorthy Finby,Action|Sci-Fi,831
Peggy Sue Got Married,Birk Klus,Comedy|Drama,832
"Love on the Run (Amour en fuite, L')",Kerrie Pragnall,Comedy|Drama|Romance,833
Stand Off,Page Sare,Comedy|Drama,834
Miller's Crossing,Nick Venturoli,Crime|Drama|Film-Noir|Thriller,835
White God (Fehér isten),Sherye Western,Drama,836
"Hot Dog Program, A",Devland Greatrakes,Documentary,837
Meet the Applegates,Norrie Sandon,Comedy,838
Footlight Parade,Marlee Cuckson,Comedy|Musical|Romance,839
Ironclad 2: Battle for Blood,Haskell Hadland,Action|Adventure,840
"O Brother, Where Art Thou?",Joan Aggio,Adventure|Comedy|Crime,841
Dante's Peak,Octavia MacGeffen,Action|Thriller,842
"Snowtown (Snowtown Murders, The)",Pammy Hazeldine,Crime|Drama|Thriller,843
"White Sun of the Desert, The (Beloe solntse pustyni)",Dianna Stanyland,Action|Adventure|Comedy|Drama|Romance|War,844
Sudden Manhattan,Randolph Giblett,Comedy,845
Joe Kidd,Isidoro Buxcy,Western,846
50 First Dates,Katie Dwerryhouse,Comedy|Romance,847
She's All That,Vina Ruilton,Comedy|Romance,848
Paradise,King Rishbrook,Romance,849
Riki-Oh: The Story of Ricky (Lik Wong),Sol Schubbert,Action|Crime|Thriller,850
"Adventures of Baron Munchausen, The",Myca Gemson,Adventure|Comedy|Fantasy,851
Alive Day Memories: Home from Iraq (Occupation Iraq),Celisse McClounan,Documentary,852
"Garfield Christmas Special, A",Barclay Saxelby,Animation|Children|Comedy|Musical,853
"Satan Bug, The",George Cathenod,Sci-Fi|Thriller,854
"Boogie (Boogie, el aceitoso)",Faustina Kollatsch,Action|Animation|Crime,855
Last Man Standing,Dell Coffelt,Action|Crime|Drama|Thriller,856
Lilya 4-Ever (Lilja 4-ever),Celesta Jarley,Crime|Drama,857
How to Lose a Guy in 10 Days,Travis Sapsed,Comedy|Romance,858
Les hautes solitudes,Serene Wheatcroft,(no genres listed),859
Calloused Hands,Chadwick Wickersley,Drama,860
Wing Chun,Carolann Lant,Action|Comedy|Drama|Romance,861
Downeast,Catlin Dayton,Documentary,862
"Amish Murder, An",Therine Tummons,Action|Crime|Drama,863
Wicked Little Things,Rudiger Mattingley,Horror,864
American Samurai (Ninja: American Samurai),Donna Topes,Action,865
Love Exposure,Pamela Klich,Action|Comedy|Drama|Romance,866
"Waterboy, The",Talyah Wimpress,Comedy,867
Gentleman Jim,Bren Salomon,Comedy|Drama|Romance,868
Hotel Pacific (Zaklete rewiry),Alika Ede,Drama,869
Seduced and Abandoned,Kippie Love,Comedy|Documentary,870
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Val FitzAlan,Action|Crime|Mystery,871
Three Lives and Only One Death (Trois vies & une seule mort),Cassandry Ivashov,Comedy,872
"Nanny Diaries, The",Aurore Whight,Comedy|Drama|Romance,873
Dementia (a.k.a. Daughter of Horror),Lolly Varfalameev,Horror|Mystery,874
Sleepless in Seattle,Romonda Roller,Comedy|Drama|Romance,875
Black Moon,Deb Gergler,Fantasy|Mystery|Sci-Fi|War,876
Heads,See Bagwell,Comedy|Crime,877
Colorado Avenue,Waiter Link,Drama,878
